orderDate_sk,orderDate,month,year,fiscalQuarter,fiscalYear
103006,10/30/06,10,6,Q3,2006
103106,10/31/06,10,6,Q3,2006
110106,11/1/06,11,6,Q3,2006
110206,11/2/06,11,6,Q3,2006
110306,11/3/06,11,6,Q3,2006
110406,11/4/06,11,6,Q3,2006
110506,11/5/06,11,6,Q3,2006
110606,11/6/06,11,6,Q3,2006
110706,11/7/06,11,6,Q3,2006
110806,11/8/06,11,6,Q3,2006
110906,11/9/06,11,6,Q3,2006
111006,11/10/06,11,6,Q3,2006
111106,11/11/06,11,6,Q3,2006
111206,11/12/06,11,6,Q3,2006
111306,11/13/06,11,6,Q3,2006
111406,11/14/06,11,6,Q3,2006
111506,11/15/06,11,6,Q3,2006
111606,11/16/06,11,6,Q3,2006
111706,11/17/06,11,6,Q3,2006
111806,11/18/06,11,6,Q3,2006
111906,11/19/06,11,6,Q3,2006
112006,11/20/06,11,6,Q3,2006
112106,11/21/06,11,6,Q3,2006
112206,11/22/06,11,6,Q3,2006
112306,11/23/06,11,6,Q3,2006
112406,11/24/06,11,6,Q3,2006
112506,11/25/06,11,6,Q3,2006
112606,11/26/06,11,6,Q3,2006
112706,11/27/06,11,6,Q3,2006
112806,11/28/06,11,6,Q3,2006
112906,11/29/06,11,6,Q3,2006
113006,11/30/06,11,6,Q3,2006
120106,12/1/06,12,6,Q3,2006
120206,12/2/06,12,6,Q3,2006
120306,12/3/06,12,6,Q3,2006
120406,12/4/06,12,6,Q3,2006
120506,12/5/06,12,6,Q3,2006
120606,12/6/06,12,6,Q3,2006
120706,12/7/06,12,6,Q3,2006
120806,12/8/06,12,6,Q3,2006
120906,12/9/06,12,6,Q3,2006
121006,12/10/06,12,6,Q3,2006
121106,12/11/06,12,6,Q3,2006
121206,12/12/06,12,6,Q3,2006
121306,12/13/06,12,6,Q3,2006
121406,12/14/06,12,6,Q3,2006
121506,12/15/06,12,6,Q3,2006
121606,12/16/06,12,6,Q3,2006
121706,12/17/06,12,6,Q3,2006
121806,12/18/06,12,6,Q3,2006
121906,12/19/06,12,6,Q3,2006
122006,12/20/06,12,6,Q3,2006
122106,12/21/06,12,6,Q3,2006
122206,12/22/06,12,6,Q3,2006
122306,12/23/06,12,6,Q3,2006
122406,12/24/06,12,6,Q3,2006
122506,12/25/06,12,6,Q3,2006
122606,12/26/06,12,6,Q3,2006
122706,12/27/06,12,6,Q3,2006
122806,12/28/06,12,6,Q3,2006
122906,12/29/06,12,6,Q3,2006
123006,12/30/06,12,6,Q3,2006
123106,12/31/06,12,6,Q3,2006
10107,1/1/07,1,7,Q4,2006
10207,1/2/07,1,7,Q4,2006
10307,1/3/07,1,7,Q4,2006
10407,1/4/07,1,7,Q4,2006
10507,1/5/07,1,7,Q4,2006
10607,1/6/07,1,7,Q4,2006
10707,1/7/07,1,7,Q4,2006
10807,1/8/07,1,7,Q4,2006
10907,1/9/07,1,7,Q4,2006
11007,1/10/07,1,7,Q4,2006
11107,1/11/07,1,7,Q4,2006
11207,1/12/07,1,7,Q4,2006
11307,1/13/07,1,7,Q4,2006
11407,1/14/07,1,7,Q4,2006
11507,1/15/07,1,7,Q4,2006
11607,1/16/07,1,7,Q4,2006
11707,1/17/07,1,7,Q4,2006
11807,1/18/07,1,7,Q4,2006
11907,1/19/07,1,7,Q4,2006
12007,1/20/07,1,7,Q4,2006
12107,1/21/07,1,7,Q4,2006
12207,1/22/07,1,7,Q4,2006
12307,1/23/07,1,7,Q4,2006
12407,1/24/07,1,7,Q4,2006
12507,1/25/07,1,7,Q4,2006
12607,1/26/07,1,7,Q4,2006
12707,1/27/07,1,7,Q4,2006
12807,1/28/07,1,7,Q4,2006
12907,1/29/07,1,7,Q4,2006
13007,1/30/07,1,7,Q4,2006
13107,1/31/07,1,7,Q4,2006
20107,2/1/07,2,7,Q4,2006
20207,2/2/07,2,7,Q4,2006
20307,2/3/07,2,7,Q4,2006
20407,2/4/07,2,7,Q4,2006
20507,2/5/07,2,7,Q4,2006
20607,2/6/07,2,7,Q4,2006
20707,2/7/07,2,7,Q4,2006
20807,2/8/07,2,7,Q4,2006
20907,2/9/07,2,7,Q4,2006
21007,2/10/07,2,7,Q4,2006
21107,2/11/07,2,7,Q4,2006
21207,2/12/07,2,7,Q4,2006
21307,2/13/07,2,7,Q4,2006
21407,2/14/07,2,7,Q4,2006
21507,2/15/07,2,7,Q4,2006
21607,2/16/07,2,7,Q4,2006
21707,2/17/07,2,7,Q4,2006
21807,2/18/07,2,7,Q4,2006
21907,2/19/07,2,7,Q4,2006
22007,2/20/07,2,7,Q4,2006
22107,2/21/07,2,7,Q4,2006
22207,2/22/07,2,7,Q4,2006
22307,2/23/07,2,7,Q4,2006
22407,2/24/07,2,7,Q4,2006
22507,2/25/07,2,7,Q4,2006
22607,2/26/07,2,7,Q4,2006
22707,2/27/07,2,7,Q4,2006
22807,2/28/07,2,7,Q4,2006
30107,3/1/07,3,7,Q4,2006
30207,3/2/07,3,7,Q4,2006
30307,3/3/07,3,7,Q4,2006
30407,3/4/07,3,7,Q4,2006
30507,3/5/07,3,7,Q4,2006
30607,3/6/07,3,7,Q4,2006
30707,3/7/07,3,7,Q4,2006
30807,3/8/07,3,7,Q4,2006
30907,3/9/07,3,7,Q4,2006
31007,3/10/07,3,7,Q4,2006
31107,3/11/07,3,7,Q4,2006
31207,3/12/07,3,7,Q4,2006
31307,3/13/07,3,7,Q4,2006
31407,3/14/07,3,7,Q4,2006
31507,3/15/07,3,7,Q4,2006
31607,3/16/07,3,7,Q4,2006
31707,3/17/07,3,7,Q4,2006
31807,3/18/07,3,7,Q4,2006
31907,3/19/07,3,7,Q4,2006
32007,3/20/07,3,7,Q4,2006
32107,3/21/07,3,7,Q4,2006
32207,3/22/07,3,7,Q4,2006
32307,3/23/07,3,7,Q4,2006
32407,3/24/07,3,7,Q4,2006
32507,3/25/07,3,7,Q4,2006
32607,3/26/07,3,7,Q4,2006
32707,3/27/07,3,7,Q4,2006
32807,3/28/07,3,7,Q4,2006
32907,3/29/07,3,7,Q4,2006
33007,3/30/07,3,7,Q4,2006
33107,3/31/07,3,7,Q4,2006
40107,4/1/07,4,7,Q1,2007
40207,4/2/07,4,7,Q1,2007
40307,4/3/07,4,7,Q1,2007
40407,4/4/07,4,7,Q1,2007
40507,4/5/07,4,7,Q1,2007
40607,4/6/07,4,7,Q1,2007
40707,4/7/07,4,7,Q1,2007
40807,4/8/07,4,7,Q1,2007
40907,4/9/07,4,7,Q1,2007
41007,4/10/07,4,7,Q1,2007
41107,4/11/07,4,7,Q1,2007
41207,4/12/07,4,7,Q1,2007
41307,4/13/07,4,7,Q1,2007
41407,4/14/07,4,7,Q1,2007
41507,4/15/07,4,7,Q1,2007
41607,4/16/07,4,7,Q1,2007
41707,4/17/07,4,7,Q1,2007
41807,4/18/07,4,7,Q1,2007
41907,4/19/07,4,7,Q1,2007
42007,4/20/07,4,7,Q1,2007
42107,4/21/07,4,7,Q1,2007
42207,4/22/07,4,7,Q1,2007
42307,4/23/07,4,7,Q1,2007
42407,4/24/07,4,7,Q1,2007
42507,4/25/07,4,7,Q1,2007
42607,4/26/07,4,7,Q1,2007
42707,4/27/07,4,7,Q1,2007
42807,4/28/07,4,7,Q1,2007
42907,4/29/07,4,7,Q1,2007
43007,4/30/07,4,7,Q1,2007
50107,5/1/07,5,7,Q1,2007
50207,5/2/07,5,7,Q1,2007
50307,5/3/07,5,7,Q1,2007
50407,5/4/07,5,7,Q1,2007
50507,5/5/07,5,7,Q1,2007
50607,5/6/07,5,7,Q1,2007
50707,5/7/07,5,7,Q1,2007
50807,5/8/07,5,7,Q1,2007
50907,5/9/07,5,7,Q1,2007
51007,5/10/07,5,7,Q1,2007
51107,5/11/07,5,7,Q1,2007
51207,5/12/07,5,7,Q1,2007
51307,5/13/07,5,7,Q1,2007
51407,5/14/07,5,7,Q1,2007
51507,5/15/07,5,7,Q1,2007
51607,5/16/07,5,7,Q1,2007
51707,5/17/07,5,7,Q1,2007
51807,5/18/07,5,7,Q1,2007
51907,5/19/07,5,7,Q1,2007
52007,5/20/07,5,7,Q1,2007
52107,5/21/07,5,7,Q1,2007
52207,5/22/07,5,7,Q1,2007
52307,5/23/07,5,7,Q1,2007
52407,5/24/07,5,7,Q1,2007
52507,5/25/07,5,7,Q1,2007
52607,5/26/07,5,7,Q1,2007
52707,5/27/07,5,7,Q1,2007
52807,5/28/07,5,7,Q1,2007
52907,5/29/07,5,7,Q1,2007
53007,5/30/07,5,7,Q1,2007
53107,5/31/07,5,7,Q1,2007
60107,6/1/07,6,7,Q1,2007
60207,6/2/07,6,7,Q1,2007
60307,6/3/07,6,7,Q1,2007
60407,6/4/07,6,7,Q1,2007
60507,6/5/07,6,7,Q1,2007
60607,6/6/07,6,7,Q1,2007
60707,6/7/07,6,7,Q1,2007
60807,6/8/07,6,7,Q1,2007
60907,6/9/07,6,7,Q1,2007
61007,6/10/07,6,7,Q1,2007
61107,6/11/07,6,7,Q1,2007
61207,6/12/07,6,7,Q1,2007
61307,6/13/07,6,7,Q1,2007
61407,6/14/07,6,7,Q1,2007
61507,6/15/07,6,7,Q1,2007
61607,6/16/07,6,7,Q1,2007
61707,6/17/07,6,7,Q1,2007
61807,6/18/07,6,7,Q1,2007
61907,6/19/07,6,7,Q1,2007
62007,6/20/07,6,7,Q1,2007
62107,6/21/07,6,7,Q1,2007
62207,6/22/07,6,7,Q1,2007
62307,6/23/07,6,7,Q1,2007
62407,6/24/07,6,7,Q1,2007
62507,6/25/07,6,7,Q1,2007
62607,6/26/07,6,7,Q1,2007
62707,6/27/07,6,7,Q1,2007
62807,6/28/07,6,7,Q1,2007
62907,6/29/07,6,7,Q1,2007
63007,6/30/07,6,7,Q1,2007
70107,7/1/07,7,7,Q2,2007
70207,7/2/07,7,7,Q2,2007
70307,7/3/07,7,7,Q2,2007
70407,7/4/07,7,7,Q2,2007
70507,7/5/07,7,7,Q2,2007
70607,7/6/07,7,7,Q2,2007
70707,7/7/07,7,7,Q2,2007
70807,7/8/07,7,7,Q2,2007
70907,7/9/07,7,7,Q2,2007
71007,7/10/07,7,7,Q2,2007
71107,7/11/07,7,7,Q2,2007
71207,7/12/07,7,7,Q2,2007
71307,7/13/07,7,7,Q2,2007
71407,7/14/07,7,7,Q2,2007
71507,7/15/07,7,7,Q2,2007
71607,7/16/07,7,7,Q2,2007
71707,7/17/07,7,7,Q2,2007
71807,7/18/07,7,7,Q2,2007
71907,7/19/07,7,7,Q2,2007
72007,7/20/07,7,7,Q2,2007
72107,7/21/07,7,7,Q2,2007
72207,7/22/07,7,7,Q2,2007
72307,7/23/07,7,7,Q2,2007
72407,7/24/07,7,7,Q2,2007
72507,7/25/07,7,7,Q2,2007
72607,7/26/07,7,7,Q2,2007
72707,7/27/07,7,7,Q2,2007
72807,7/28/07,7,7,Q2,2007
72907,7/29/07,7,7,Q2,2007
73007,7/30/07,7,7,Q2,2007
73107,7/31/07,7,7,Q2,2007
80107,8/1/07,8,7,Q2,2007
80207,8/2/07,8,7,Q2,2007
80307,8/3/07,8,7,Q2,2007
80407,8/4/07,8,7,Q2,2007
80507,8/5/07,8,7,Q2,2007
80607,8/6/07,8,7,Q2,2007
80707,8/7/07,8,7,Q2,2007
80807,8/8/07,8,7,Q2,2007
80907,8/9/07,8,7,Q2,2007
81007,8/10/07,8,7,Q2,2007
81107,8/11/07,8,7,Q2,2007
81207,8/12/07,8,7,Q2,2007
81307,8/13/07,8,7,Q2,2007
81407,8/14/07,8,7,Q2,2007
81507,8/15/07,8,7,Q2,2007
81607,8/16/07,8,7,Q2,2007
81707,8/17/07,8,7,Q2,2007
81807,8/18/07,8,7,Q2,2007
81907,8/19/07,8,7,Q2,2007
82007,8/20/07,8,7,Q2,2007
82107,8/21/07,8,7,Q2,2007
82207,8/22/07,8,7,Q2,2007
82307,8/23/07,8,7,Q2,2007
82407,8/24/07,8,7,Q2,2007
82507,8/25/07,8,7,Q2,2007
82607,8/26/07,8,7,Q2,2007
82707,8/27/07,8,7,Q2,2007
82807,8/28/07,8,7,Q2,2007
82907,8/29/07,8,7,Q2,2007
83007,8/30/07,8,7,Q2,2007
83107,8/31/07,8,7,Q2,2007
90107,9/1/07,9,7,Q2,2007
90207,9/2/07,9,7,Q2,2007
90307,9/3/07,9,7,Q2,2007
90407,9/4/07,9,7,Q2,2007
90507,9/5/07,9,7,Q2,2007
90607,9/6/07,9,7,Q2,2007
90707,9/7/07,9,7,Q2,2007
90807,9/8/07,9,7,Q2,2007
90907,9/9/07,9,7,Q2,2007
91007,9/10/07,9,7,Q2,2007
91107,9/11/07,9,7,Q2,2007
91207,9/12/07,9,7,Q2,2007
91307,9/13/07,9,7,Q2,2007
91407,9/14/07,9,7,Q2,2007
91507,9/15/07,9,7,Q2,2007
91607,9/16/07,9,7,Q2,2007
91707,9/17/07,9,7,Q2,2007
91807,9/18/07,9,7,Q2,2007
91907,9/19/07,9,7,Q2,2007
92007,9/20/07,9,7,Q2,2007
92107,9/21/07,9,7,Q2,2007
92207,9/22/07,9,7,Q2,2007
92307,9/23/07,9,7,Q2,2007
92407,9/24/07,9,7,Q2,2007
92507,9/25/07,9,7,Q2,2007
92607,9/26/07,9,7,Q2,2007
92707,9/27/07,9,7,Q2,2007
92807,9/28/07,9,7,Q2,2007
92907,9/29/07,9,7,Q2,2007
93007,9/30/07,9,7,Q2,2007
100107,10/1/07,10,7,Q3,2007
100207,10/2/07,10,7,Q3,2007
100307,10/3/07,10,7,Q3,2007
100407,10/4/07,10,7,Q3,2007
100507,10/5/07,10,7,Q3,2007
100607,10/6/07,10,7,Q3,2007
100707,10/7/07,10,7,Q3,2007
100807,10/8/07,10,7,Q3,2007
100907,10/9/07,10,7,Q3,2007
101007,10/10/07,10,7,Q3,2007
101107,10/11/07,10,7,Q3,2007
101207,10/12/07,10,7,Q3,2007
101307,10/13/07,10,7,Q3,2007
101407,10/14/07,10,7,Q3,2007
101507,10/15/07,10,7,Q3,2007
101607,10/16/07,10,7,Q3,2007
101707,10/17/07,10,7,Q3,2007
101807,10/18/07,10,7,Q3,2007
101907,10/19/07,10,7,Q3,2007
102007,10/20/07,10,7,Q3,2007
102107,10/21/07,10,7,Q3,2007
102207,10/22/07,10,7,Q3,2007
102307,10/23/07,10,7,Q3,2007
102407,10/24/07,10,7,Q3,2007
102507,10/25/07,10,7,Q3,2007
102607,10/26/07,10,7,Q3,2007
102707,10/27/07,10,7,Q3,2007
102807,10/28/07,10,7,Q3,2007
102907,10/29/07,10,7,Q3,2007
103007,10/30/07,10,7,Q3,2007
103107,10/31/07,10,7,Q3,2007
110107,11/1/07,11,7,Q3,2007
110207,11/2/07,11,7,Q3,2007
110307,11/3/07,11,7,Q3,2007
110407,11/4/07,11,7,Q3,2007
110507,11/5/07,11,7,Q3,2007
110607,11/6/07,11,7,Q3,2007
110707,11/7/07,11,7,Q3,2007
110807,11/8/07,11,7,Q3,2007
110907,11/9/07,11,7,Q3,2007
111007,11/10/07,11,7,Q3,2007
111107,11/11/07,11,7,Q3,2007
111207,11/12/07,11,7,Q3,2007
111307,11/13/07,11,7,Q3,2007
111407,11/14/07,11,7,Q3,2007
111507,11/15/07,11,7,Q3,2007
111607,11/16/07,11,7,Q3,2007
111707,11/17/07,11,7,Q3,2007
111807,11/18/07,11,7,Q3,2007
111907,11/19/07,11,7,Q3,2007
112007,11/20/07,11,7,Q3,2007
112107,11/21/07,11,7,Q3,2007
112207,11/22/07,11,7,Q3,2007
112307,11/23/07,11,7,Q3,2007
112407,11/24/07,11,7,Q3,2007
112507,11/25/07,11,7,Q3,2007
112607,11/26/07,11,7,Q3,2007
112707,11/27/07,11,7,Q3,2007
112807,11/28/07,11,7,Q3,2007
112907,11/29/07,11,7,Q3,2007
113007,11/30/07,11,7,Q3,2007
120107,12/1/07,12,7,Q3,2007
120207,12/2/07,12,7,Q3,2007
120307,12/3/07,12,7,Q3,2007
120407,12/4/07,12,7,Q3,2007
120507,12/5/07,12,7,Q3,2007
120607,12/6/07,12,7,Q3,2007
120707,12/7/07,12,7,Q3,2007
120807,12/8/07,12,7,Q3,2007
120907,12/9/07,12,7,Q3,2007
121007,12/10/07,12,7,Q3,2007
121107,12/11/07,12,7,Q3,2007
121207,12/12/07,12,7,Q3,2007
121307,12/13/07,12,7,Q3,2007
121407,12/14/07,12,7,Q3,2007
121507,12/15/07,12,7,Q3,2007
121607,12/16/07,12,7,Q3,2007
121707,12/17/07,12,7,Q3,2007
121807,12/18/07,12,7,Q3,2007
121907,12/19/07,12,7,Q3,2007
122007,12/20/07,12,7,Q3,2007
122107,12/21/07,12,7,Q3,2007
122207,12/22/07,12,7,Q3,2007
122307,12/23/07,12,7,Q3,2007
122407,12/24/07,12,7,Q3,2007
122507,12/25/07,12,7,Q3,2007
122607,12/26/07,12,7,Q3,2007
122707,12/27/07,12,7,Q3,2007
122807,12/28/07,12,7,Q3,2007
122907,12/29/07,12,7,Q3,2007
123007,12/30/07,12,7,Q3,2007
123107,12/31/07,12,7,Q3,2007
10108,1/1/08,1,8,Q4,2007
10208,1/2/08,1,8,Q4,2007
10308,1/3/08,1,8,Q4,2007
10408,1/4/08,1,8,Q4,2007
10508,1/5/08,1,8,Q4,2007
10608,1/6/08,1,8,Q4,2007
10708,1/7/08,1,8,Q4,2007
10808,1/8/08,1,8,Q4,2007
10908,1/9/08,1,8,Q4,2007
11008,1/10/08,1,8,Q4,2007
11108,1/11/08,1,8,Q4,2007
11208,1/12/08,1,8,Q4,2007
11308,1/13/08,1,8,Q4,2007
11408,1/14/08,1,8,Q4,2007
11508,1/15/08,1,8,Q4,2007
11608,1/16/08,1,8,Q4,2007
11708,1/17/08,1,8,Q4,2007
11808,1/18/08,1,8,Q4,2007
11908,1/19/08,1,8,Q4,2007
12008,1/20/08,1,8,Q4,2007
12108,1/21/08,1,8,Q4,2007
12208,1/22/08,1,8,Q4,2007
12308,1/23/08,1,8,Q4,2007
12408,1/24/08,1,8,Q4,2007
12508,1/25/08,1,8,Q4,2007
12608,1/26/08,1,8,Q4,2007
12708,1/27/08,1,8,Q4,2007
12808,1/28/08,1,8,Q4,2007
12908,1/29/08,1,8,Q4,2007
13008,1/30/08,1,8,Q4,2007
13108,1/31/08,1,8,Q4,2007
20108,2/1/08,2,8,Q4,2007
20208,2/2/08,2,8,Q4,2007
20308,2/3/08,2,8,Q4,2007
20408,2/4/08,2,8,Q4,2007
20508,2/5/08,2,8,Q4,2007
20608,2/6/08,2,8,Q4,2007
20708,2/7/08,2,8,Q4,2007
20808,2/8/08,2,8,Q4,2007
20908,2/9/08,2,8,Q4,2007
21008,2/10/08,2,8,Q4,2007
21108,2/11/08,2,8,Q4,2007
21208,2/12/08,2,8,Q4,2007
21308,2/13/08,2,8,Q4,2007
21408,2/14/08,2,8,Q4,2007
21508,2/15/08,2,8,Q4,2007
21608,2/16/08,2,8,Q4,2007
21708,2/17/08,2,8,Q4,2007
21808,2/18/08,2,8,Q4,2007
21908,2/19/08,2,8,Q4,2007
22008,2/20/08,2,8,Q4,2007
22108,2/21/08,2,8,Q4,2007
22208,2/22/08,2,8,Q4,2007
22308,2/23/08,2,8,Q4,2007
22408,2/24/08,2,8,Q4,2007
22508,2/25/08,2,8,Q4,2007
22608,2/26/08,2,8,Q4,2007
22708,2/27/08,2,8,Q4,2007
22808,2/28/08,2,8,Q4,2007
22908,2/29/08,2,8,Q4,2007
30108,3/1/08,3,8,Q4,2007
30208,3/2/08,3,8,Q4,2007
30308,3/3/08,3,8,Q4,2007
30408,3/4/08,3,8,Q4,2007
30508,3/5/08,3,8,Q4,2007
30608,3/6/08,3,8,Q4,2007
30708,3/7/08,3,8,Q4,2007
30808,3/8/08,3,8,Q4,2007
30908,3/9/08,3,8,Q4,2007
31008,3/10/08,3,8,Q4,2007
31108,3/11/08,3,8,Q4,2007
31208,3/12/08,3,8,Q4,2007
31308,3/13/08,3,8,Q4,2007
31408,3/14/08,3,8,Q4,2007
31508,3/15/08,3,8,Q4,2007
31608,3/16/08,3,8,Q4,2007
31708,3/17/08,3,8,Q4,2007
31808,3/18/08,3,8,Q4,2007
31908,3/19/08,3,8,Q4,2007
32008,3/20/08,3,8,Q4,2007
32108,3/21/08,3,8,Q4,2007
32208,3/22/08,3,8,Q4,2007
32308,3/23/08,3,8,Q4,2007
32408,3/24/08,3,8,Q4,2007
32508,3/25/08,3,8,Q4,2007
32608,3/26/08,3,8,Q4,2007
32708,3/27/08,3,8,Q4,2007
32808,3/28/08,3,8,Q4,2007
32908,3/29/08,3,8,Q4,2007
33008,3/30/08,3,8,Q4,2007
33108,3/31/08,3,8,Q4,2007
40108,4/1/08,4,8,Q1,2008
40208,4/2/08,4,8,Q1,2008
40308,4/3/08,4,8,Q1,2008
40408,4/4/08,4,8,Q1,2008
40508,4/5/08,4,8,Q1,2008
40608,4/6/08,4,8,Q1,2008
40708,4/7/08,4,8,Q1,2008
40808,4/8/08,4,8,Q1,2008
40908,4/9/08,4,8,Q1,2008
41008,4/10/08,4,8,Q1,2008
41108,4/11/08,4,8,Q1,2008
41208,4/12/08,4,8,Q1,2008
41308,4/13/08,4,8,Q1,2008
41408,4/14/08,4,8,Q1,2008
41508,4/15/08,4,8,Q1,2008
41608,4/16/08,4,8,Q1,2008
41708,4/17/08,4,8,Q1,2008
41808,4/18/08,4,8,Q1,2008
41908,4/19/08,4,8,Q1,2008
42008,4/20/08,4,8,Q1,2008
42108,4/21/08,4,8,Q1,2008
42208,4/22/08,4,8,Q1,2008
42308,4/23/08,4,8,Q1,2008
42408,4/24/08,4,8,Q1,2008
42508,4/25/08,4,8,Q1,2008
42608,4/26/08,4,8,Q1,2008
42708,4/27/08,4,8,Q1,2008
42808,4/28/08,4,8,Q1,2008
42908,4/29/08,4,8,Q1,2008
43008,4/30/08,4,8,Q1,2008
50108,5/1/08,5,8,Q1,2008
50208,5/2/08,5,8,Q1,2008
50308,5/3/08,5,8,Q1,2008
50408,5/4/08,5,8,Q1,2008
50508,5/5/08,5,8,Q1,2008
50608,5/6/08,5,8,Q1,2008
50708,5/7/08,5,8,Q1,2008
50808,5/8/08,5,8,Q1,2008
50908,5/9/08,5,8,Q1,2008
51008,5/10/08,5,8,Q1,2008
51108,5/11/08,5,8,Q1,2008
51208,5/12/08,5,8,Q1,2008
51308,5/13/08,5,8,Q1,2008
51408,5/14/08,5,8,Q1,2008
51508,5/15/08,5,8,Q1,2008
51608,5/16/08,5,8,Q1,2008
51708,5/17/08,5,8,Q1,2008
51808,5/18/08,5,8,Q1,2008
51908,5/19/08,5,8,Q1,2008
52008,5/20/08,5,8,Q1,2008
52108,5/21/08,5,8,Q1,2008
52208,5/22/08,5,8,Q1,2008
52308,5/23/08,5,8,Q1,2008
52408,5/24/08,5,8,Q1,2008
52508,5/25/08,5,8,Q1,2008
52608,5/26/08,5,8,Q1,2008
52708,5/27/08,5,8,Q1,2008
52808,5/28/08,5,8,Q1,2008
52908,5/29/08,5,8,Q1,2008
53008,5/30/08,5,8,Q1,2008
53108,5/31/08,5,8,Q1,2008
60108,6/1/08,6,8,Q1,2008
60208,6/2/08,6,8,Q1,2008
60308,6/3/08,6,8,Q1,2008
60408,6/4/08,6,8,Q1,2008
60508,6/5/08,6,8,Q1,2008
60608,6/6/08,6,8,Q1,2008
60708,6/7/08,6,8,Q1,2008
60808,6/8/08,6,8,Q1,2008
60908,6/9/08,6,8,Q1,2008
61008,6/10/08,6,8,Q1,2008
61108,6/11/08,6,8,Q1,2008
61208,6/12/08,6,8,Q1,2008
61308,6/13/08,6,8,Q1,2008
61408,6/14/08,6,8,Q1,2008
61508,6/15/08,6,8,Q1,2008
61608,6/16/08,6,8,Q1,2008
61708,6/17/08,6,8,Q1,2008
61808,6/18/08,6,8,Q1,2008
61908,6/19/08,6,8,Q1,2008
62008,6/20/08,6,8,Q1,2008
62108,6/21/08,6,8,Q1,2008
62208,6/22/08,6,8,Q1,2008
62308,6/23/08,6,8,Q1,2008
62408,6/24/08,6,8,Q1,2008
62508,6/25/08,6,8,Q1,2008
62608,6/26/08,6,8,Q1,2008
62708,6/27/08,6,8,Q1,2008
62808,6/28/08,6,8,Q1,2008
62908,6/29/08,6,8,Q1,2008
63008,6/30/08,6,8,Q1,2008
70108,7/1/08,7,8,Q2,2008
70208,7/2/08,7,8,Q2,2008
70308,7/3/08,7,8,Q2,2008
70408,7/4/08,7,8,Q2,2008
70508,7/5/08,7,8,Q2,2008
70608,7/6/08,7,8,Q2,2008
70708,7/7/08,7,8,Q2,2008
70808,7/8/08,7,8,Q2,2008
70908,7/9/08,7,8,Q2,2008
71008,7/10/08,7,8,Q2,2008
71108,7/11/08,7,8,Q2,2008
71208,7/12/08,7,8,Q2,2008
71308,7/13/08,7,8,Q2,2008
71408,7/14/08,7,8,Q2,2008
71508,7/15/08,7,8,Q2,2008
71608,7/16/08,7,8,Q2,2008
71708,7/17/08,7,8,Q2,2008
71808,7/18/08,7,8,Q2,2008
71908,7/19/08,7,8,Q2,2008
72008,7/20/08,7,8,Q2,2008
72108,7/21/08,7,8,Q2,2008
72208,7/22/08,7,8,Q2,2008
72308,7/23/08,7,8,Q2,2008
72408,7/24/08,7,8,Q2,2008
72508,7/25/08,7,8,Q2,2008
72608,7/26/08,7,8,Q2,2008
72708,7/27/08,7,8,Q2,2008
72808,7/28/08,7,8,Q2,2008
72908,7/29/08,7,8,Q2,2008
73008,7/30/08,7,8,Q2,2008
73108,7/31/08,7,8,Q2,2008
80108,8/1/08,8,8,Q2,2008
80208,8/2/08,8,8,Q2,2008
80308,8/3/08,8,8,Q2,2008
80408,8/4/08,8,8,Q2,2008
80508,8/5/08,8,8,Q2,2008
80608,8/6/08,8,8,Q2,2008
80708,8/7/08,8,8,Q2,2008
80808,8/8/08,8,8,Q2,2008
80908,8/9/08,8,8,Q2,2008
81008,8/10/08,8,8,Q2,2008
81108,8/11/08,8,8,Q2,2008
81208,8/12/08,8,8,Q2,2008
81308,8/13/08,8,8,Q2,2008
81408,8/14/08,8,8,Q2,2008
81508,8/15/08,8,8,Q2,2008
81608,8/16/08,8,8,Q2,2008
81708,8/17/08,8,8,Q2,2008
81808,8/18/08,8,8,Q2,2008
81908,8/19/08,8,8,Q2,2008
82008,8/20/08,8,8,Q2,2008
82108,8/21/08,8,8,Q2,2008
82208,8/22/08,8,8,Q2,2008
82308,8/23/08,8,8,Q2,2008
82408,8/24/08,8,8,Q2,2008
82508,8/25/08,8,8,Q2,2008
82608,8/26/08,8,8,Q2,2008
82708,8/27/08,8,8,Q2,2008
82808,8/28/08,8,8,Q2,2008
82908,8/29/08,8,8,Q2,2008
83008,8/30/08,8,8,Q2,2008
83108,8/31/08,8,8,Q2,2008
90108,9/1/08,9,8,Q2,2008
90208,9/2/08,9,8,Q2,2008
90308,9/3/08,9,8,Q2,2008
90408,9/4/08,9,8,Q2,2008
90508,9/5/08,9,8,Q2,2008
90608,9/6/08,9,8,Q2,2008
90708,9/7/08,9,8,Q2,2008
90808,9/8/08,9,8,Q2,2008
90908,9/9/08,9,8,Q2,2008
91008,9/10/08,9,8,Q2,2008
91108,9/11/08,9,8,Q2,2008
91208,9/12/08,9,8,Q2,2008
91308,9/13/08,9,8,Q2,2008
91408,9/14/08,9,8,Q2,2008
91508,9/15/08,9,8,Q2,2008
91608,9/16/08,9,8,Q2,2008
91708,9/17/08,9,8,Q2,2008
91808,9/18/08,9,8,Q2,2008
91908,9/19/08,9,8,Q2,2008
92008,9/20/08,9,8,Q2,2008
92108,9/21/08,9,8,Q2,2008
92208,9/22/08,9,8,Q2,2008
92308,9/23/08,9,8,Q2,2008
92408,9/24/08,9,8,Q2,2008
92508,9/25/08,9,8,Q2,2008
92608,9/26/08,9,8,Q2,2008
