invoice,custID,prodID,salesDate,amt,qty,discounted
10442,35,11,6/2/06,26572,75,0
10442,35,52,6/2/06,60119,104,0
10442,35,78,6/2/06,46754,147,0
10443,35,28,6/2/09,49248,90,0
10444,5,2,10/30/07,95328,187,0
10445,11,90,2/9/10,33129,79,0
10446,20,66,12/12/09,29760,150,0
10447,33,63,1/24/08,16900,85,0
10448,33,25,1/24/09,53207,184,0
10449,5,72,11/21/05,9849,73,0
10450,40,93,5/2/07,46236,92,0
10451,6,59,3/13/10,6637,18,0
10451,6,79,3/13/10,2170,14,0
10451,6,91,3/13/10,43331,88,0
10452,33,49,1/24/06,39742,70,0
10452,33,56,1/24/06,38941,193,0
10452,33,81,1/24/06,4773,39,0
10453,33,64,1/24/07,29192,50,0
10454,8,15,1/29/10,15725,99,0
10454,8,28,1/29/10,78251,143,0
10454,8,53,1/29/10,58118,122,0
10455,35,56,6/3/05,18966,94,0
10455,35,92,6/3/05,30330,182,0
10456,11,24,10/18/08,45594,153,0
10456,11,87,10/18/08,52073,108,0
10457,11,58,10/18/05,44482,192,0
10457,11,73,10/18/05,23610,79,0
10458,11,30,10/18/07,12182,43,0
10458,11,39,10/18/07,32516,108,0
10459,11,49,10/18/06,34065,60,0
10460,3,37,4/3/08,43842,75,0
10460,3,98,4/3/08,4593,34,0
10461,3,23,4/3/09,44327,190,0
10462,17,24,8/14/10,56918,191,0
10462,17,27,8/14/10,9777,29,0
10462,17,60,8/14/10,67736,133,0
10463,9,34,12/30/05,61626,181,0
10464,3,23,4/3/05,15631,67,0
10464,3,40,4/3/05,6021,30,0
10464,3,48,4/3/05,47809,136,0
10465,3,78,4/3/06,51843,163,0
10466,9,9,12/30/06,5911,20,0
10467,22,16,12/5/07,87582,190,0
10467,22,22,12/5/07,42997,88,0
10467,22,93,12/5/07,52267,104,0
10467,22,96,12/5/07,11784,110,0
10468,22,26,12/5/06,21470,76,0
10468,22,68,12/5/06,61710,145,0
10469,25,8,9/22/05,22788,39,0
10469,25,24,9/22/05,38740,130,0
10470,25,28,8/22/06,61287,112,0
10470,25,92,8/22/06,18498,111,0
10471,3,80,3/1/10,60168,126,0
10472,22,38,3/4/09,10429,46,0
10473,22,88,3/4/06,44438,192,0
10474,25,104,9/22/09,22863,79,0
10475,12,1,9/1/07,19136,116,0
10475,12,65,9/1/07,23114,192,0
10476,40,68,5/2/08,22556,53,0
10476,40,105,5/2/08,14486,52,0
10477,36,23,8/9/05,23796,102,0
10477,36,46,8/9/05,96439,186,0
10477,36,60,8/9/05,75376,148,0
10477,36,86,8/9/05,65515,161,0
10478,36,47,8/9/09,14579,103,0
10479,40,1,5/2/09,6433,39,0
10480,12,34,9/1/08,38814,114,0
10480,12,36,9/1/08,52131,113,0
10480,12,62,9/1/08,13190,26,0
10481,6,23,10/1/08,37794,162,0
10481,6,45,10/1/08,61880,125,0
10482,6,46,10/1/09,20221,39,0
10482,6,87,10/1/09,28929,60,0
10482,6,104,10/1/09,17364,60,0
10483,14,15,12/6/07,29861,188,0
10483,14,31,12/6/07,28616,70,0
10483,14,58,12/6/07,3243,14,0
10483,14,98,12/6/07,22021,163,0
10484,14,14,12/6/05,56322,131,0
10484,14,82,12/6/05,2880,28,0
10485,3,70,8/2/08,109279,187,0
10486,3,102,8/2/07,7951,25,0
10487,35,3,8/11/06,13403,54,0
10487,35,94,8/11/06,9066,16,0
10488,31,18,12/6/10,64786,142,0
10489,6,26,10/1/06,11300,40,0
10490,6,73,10/1/07,6575,22,0
10490,6,88,10/1/07,43281,187,0
10491,6,37,10/1/05,80086,137,0
10492,36,33,5/4/09,10288,26,0
10493,33,31,5/21/08,31478,77,0
10494,1,17,12/13/08,29129,101,0
10494,1,30,12/13/08,27765,98,0
10494,1,79,12/13/08,6201,40,0
10495,5,8,3/19/05,25126,43,0
10496,5,11,3/19/06,10629,30,0
10497,1,48,12/4/09,26365,75,0
10498,5,15,3/19/09,2541,16,0
10499,1,64,12/13/06,116186,199,0
10499,1,83,12/13/06,81866,168,0
10500,1,4,12/13/07,48174,192,0
10500,1,103,12/13/07,80424,163,0
10501,36,46,5/4/05,98513,190,0
10502,36,40,5/4/07,37332,186,0
10503,22,7,5/6/07,10908,25,0
10503,22,71,5/6/07,8596,27,0
10503,22,79,5/6/07,26200,169,0
10504,39,59,10/13/05,37612,102,0
10505,39,42,10/13/06,69399,124,0
10506,11,101,9/30/06,18458,64,0
10507,24,40,7/19/08,22680,113,0
10508,22,53,5/6/05,94799,199,0
10508,22,104,5/6/05,15338,53,0
10509,39,1,10/13/08,26065,158,0
10509,39,61,10/13/08,39701,139,0
10510,11,51,9/30/08,50780,102,0
10510,11,61,9/30/08,17708,62,0
10511,21,8,9/8/10,59017,101,0
10511,21,45,9/8/10,48018,97,0
10512,18,38,11/23/07,31967,141,0
10512,18,81,11/23/07,4283,35,0
10513,1,60,4/29/05,91674,180,0
10513,1,73,4/29/05,4483,15,0
10513,1,74,4/29/05,54288,200,0
10513,1,90,4/29/05,29355,70,0
10514,1,47,4/29/06,19533,138,0
10515,1,5,4/29/09,16745,59,0
10516,22,61,11/4/07,28562,100,0
10516,22,66,11/4/07,23411,118,0
10516,22,76,11/4/07,43125,143,0
10517,16,13,7/31/05,72634,169,0
10517,16,70,7/31/05,61944,106,0
10518,22,78,11/4/05,47390,149,0
10519,22,35,11/4/09,22054,39,0
10519,22,39,11/4/09,34624,115,0
10519,22,72,11/4/09,10118,75,0
10520,22,2,11/4/08,8666,17,0
10520,22,66,11/4/08,11507,58,0
10521,5,2,5/17/10,58624,115,0
10522,16,90,4/21/07,20968,50,0
10523,16,5,4/21/06,16178,57,0
10524,29,35,7/28/10,12441,22,0
10525,24,58,8/24/05,45872,198,0
10526,1,63,10/14/10,34795,175,0
10526,1,72,10/14/10,18618,138,0
10527,19,9,3/20/10,39309,133,0
10527,19,95,3/20/10,84363,155,0
10528,16,24,4/21/09,11622,39,0
10529,3,58,12/18/09,27801,120,0
10530,3,3,12/18/08,14147,57,0
10530,3,8,12/18/08,32722,56,0
10531,39,23,4/28/09,35228,151,0
10532,39,77,4/28/08,18428,37,0
10532,39,99,4/28/08,76226,144,0
10533,5,3,5/25/05,47408,191,0
10534,6,28,8/22/09,100686,184,0
10535,37,62,2/6/10,63417,125,0
10535,37,103,2/6/10,29604,60,0
10536,4,45,8/19/07,45048,91,0
10536,4,60,8/19/07,90146,177,0
10536,4,73,8/19/07,11058,37,0
10536,4,76,8/19/07,31967,106,0
10537,28,13,4/9/07,28795,67,0
10538,39,40,4/28/07,26493,132,0
10539,39,27,4/28/06,7754,23,0
10540,17,50,9/18/10,67645,129,0
10541,3,41,12/18/06,31233,181,0
10542,4,58,6/18/07,45409,196,0
10543,5,89,10/21/06,17010,131,0
10544,23,55,4/24/10,64346,118,0
10544,23,76,4/24/10,57601,191,0
10544,23,91,4/24/10,32006,65,0
10545,21,34,9/9/07,34388,101,0
10545,21,67,9/9/07,38776,194,0
10546,21,11,9/9/08,21966,62,0
10547,21,33,9/9/09,36404,92,0
10548,18,43,4/25/10,61380,124,0
10548,18,93,4/25/10,65836,131,0
10549,27,85,10/5/08,14375,87,0
10550,27,18,10/5/09,67979,149,0
10551,27,4,10/5/06,48676,194,0
10552,27,99,10/5/07,80461,152,0
10553,18,78,9/24/10,11768,37,0
10554,27,22,10/5/05,71825,147,0
10555,15,38,8/6/05,19271,85,0
10555,15,73,8/6/05,17035,57,0
10555,15,89,8/6/05,6622,51,0
10556,3,77,4/7/05,50306,101,0
10557,3,71,4/7/06,50622,159,0
10557,3,97,4/7/06,12094,21,0
10558,15,6,8/6/06,40284,116,0
10559,4,105,6/18/09,24237,87,0
10560,33,84,10/17/10,12236,55,0
10561,9,20,10/18/05,41574,179,0
10561,9,25,10/18/05,28917,100,0
10562,9,66,10/18/07,11110,56,0
10563,9,21,10/18/06,33957,60,0
10563,9,49,10/18/06,59613,105,0
10564,15,20,8/6/09,21600,93,0
10564,15,24,8/6/09,6258,21,0
10565,30,70,3/25/06,93500,160,0
10566,32,91,8/20/10,45793,93,0
10566,32,103,8/20/10,9374,19,0
10567,2,76,11/12/09,4523,15,0
10568,4,56,10/30/10,21992,109,0
10568,4,93,10/30/10,57292,114,0
10569,37,3,2/2/10,14396,58,0
10569,37,72,2/2/10,6880,51,0
10570,27,28,3/9/08,105611,193,0
10570,27,51,3/9/08,16926,34,0
10571,27,12,3/9/06,50213,183,0
10571,27,66,3/9/06,8134,41,0
10572,2,73,11/12/06,33473,112,0
10572,2,102,11/12/06,59795,188,0
10573,2,56,11/12/05,8676,43,0
10574,2,32,2/8/08,39786,97,0
10574,2,49,2/8/08,14193,25,0
10575,2,41,2/8/09,8628,50,0
10575,2,43,2/8/09,76725,155,0
10575,2,73,2/8/09,35266,118,0
10575,2,90,2/8/09,27677,66,0
10576,24,4,10/3/08,11040,44,0
10576,24,11,10/3/08,6731,19,0
10576,24,39,10/3/08,15957,53,0
10576,24,78,10/3/08,60749,191,0
10577,9,68,9/27/07,73201,172,0
10578,24,69,10/3/07,59776,136,0
10578,24,70,10/3/07,22206,38,0
10579,24,76,10/3/06,16586,55,0
10580,2,97,2/8/05,81780,142,0
10581,39,14,9/26/10,37404,87,0
10581,39,17,9/26/10,48164,167,0
10581,39,70,9/26/10,67203,115,0
10582,2,48,2/8/07,11600,33,0
10582,2,49,2/8/07,31226,55,0
10582,2,99,2/8/07,65110,123,0
10583,19,95,11/8/07,82186,151,0
10584,19,31,11/8/06,74403,182,0
10584,19,98,11/8/06,16482,122,0
10585,19,54,1/3/06,56420,173,0
10586,19,75,1/3/05,17548,121,0
10587,32,42,1/24/06,28543,51,0
10588,32,10,1/24/08,105790,189,0
10588,32,30,1/24/08,8216,29,0
10588,32,63,1/24/08,39368,198,0
10589,23,53,9/19/06,44303,93,0
10590,19,82,1/3/08,16047,156,0
10590,19,90,1/3/08,41516,99,0
10591,19,65,11/8/09,9871,82,0
10592,19,9,11/8/08,42265,143,0
10593,33,1,1/21/07,21446,130,0
10594,33,7,1/21/05,32724,75,0
10594,33,30,1/21/05,30315,107,0
10595,29,20,3/8/09,17884,77,0
10595,29,38,3/8/09,30833,136,0
10595,29,100,3/8/09,47889,128,0
10596,29,65,3/8/08,6260,52,0
10597,29,18,3/8/07,51555,113,0
10597,29,79,3/8/07,29765,192,0
10598,29,4,3/8/06,14803,59,0
10598,29,48,3/8/06,24607,70,0
10599,33,75,1/21/08,26395,182,0
10600,24,93,5/18/10,74380,148,0
10601,23,75,9/19/05,3335,23,0
10602,13,27,7/9/10,35402,105,0
10602,13,93,7/9/10,74882,149,0
10603,16,10,5/6/10,66609,119,0
10603,16,30,5/6/10,53547,189,0
10603,16,63,5/6/10,17497,88,0
10603,16,90,5/6/10,47387,113,0
10604,24,75,3/19/10,22914,158,0
10605,10,7,5/22/07,49305,113,0
10605,10,50,5/22/07,24121,46,0
10605,10,85,5/22/07,9418,57,0
10606,10,79,5/22/06,11317,73,0
10607,5,50,10/17/06,12585,24,0
10607,5,102,10/17/06,61385,193,0
10608,9,25,7/28/08,25446,88,0
10609,10,63,5/22/09,17099,86,0
10610,5,76,1/17/10,45840,152,0
10611,28,101,10/22/05,2884,10,0
10612,21,89,2/4/08,5583,43,0
10613,21,75,2/4/09,18563,128,0
10614,15,64,11/6/10,68310,117,0
10615,40,37,12/12/07,112822,193,0
10616,40,31,12/12/06,77265,189,0
10617,40,27,12/12/05,47203,140,0
10617,40,83,12/12/05,88688,182,0
10617,40,103,12/12/05,45392,92,0
10618,31,37,1/23/07,83008,142,0
10619,31,102,1/23/06,45482,143,0
10620,26,8,8/18/08,108685,186,0
10621,18,11,5/6/08,17715,50,0
10621,18,22,5/6/08,94301,193,0
10621,18,83,5/6/08,59450,122,0
10622,18,28,5/6/07,96856,177,0
10623,18,68,5/6/06,60008,141,0
10624,18,74,5/6/05,14929,55,0
10625,12,5,7/12/05,36614,129,0
10625,12,26,7/12/05,10170,36,0
10625,12,40,7/12/05,35324,176,0
10626,15,10,6/25/06,86199,154,0
10627,10,83,11/11/08,7796,16,0
10628,40,13,12/12/09,58451,136,0
10628,40,100,12/12/09,31801,85,0
10628,40,104,12/12/09,30388,105,0
10629,40,3,12/12/08,4964,20,0
10630,19,21,1/20/09,103002,182,0
10631,11,22,7/31/06,93813,192,0
10631,11,37,7/31/06,7014,12,0
10631,11,54,7/31/06,57725,177,0
10632,25,65,1/13/06,8427,70,0
10632,25,74,1/13/06,46959,173,0
10633,25,2,1/13/05,99407,195,0
10633,25,68,1/13/05,38303,90,0
10634,25,42,1/13/08,25744,46,0
10635,31,68,9/1/07,52347,123,0
10635,31,84,9/1/07,21803,98,0
10636,31,71,9/1/06,22286,70,0
10636,31,90,9/1/06,39000,93,0
10637,34,28,9/26/10,22982,42,0
10638,28,42,5/29/06,10074,18,0
10639,15,82,8/3/06,7200,70,0
10640,31,52,9/1/09,36996,64,0
10640,31,67,9/1/09,29182,146,0
10641,31,10,9/1/08,9515,17,0
10641,31,91,9/1/08,49732,101,0
10642,6,103,11/3/06,90785,184,0
10643,2,46,10/3/08,67403,130,0
10643,2,78,10/3/08,5725,18,0
10644,2,11,10/3/09,31532,89,0
10644,2,21,10/3/09,33957,60,0
10645,6,100,3/15/08,65848,176,0
10646,2,30,10/3/06,16149,57,0
10647,15,94,8/3/05,26632,47,0
10648,20,46,5/9/05,87106,168,0
10649,20,14,5/9/06,30955,72,0
10649,20,48,5/9/06,46051,131,0
10650,10,7,11/3/10,35342,81,0
10650,10,18,11/3/10,45624,100,0
10650,10,35,11/3/10,40150,71,0
10650,10,105,11/3/10,5293,19,0
10651,8,93,9/3/07,43723,87,0
10652,3,43,4/2/09,79200,160,0
10652,3,88,4/2/09,46290,200,0
10652,3,101,4/2/09,40088,139,0
10653,40,14,10/17/05,43423,101,0
10654,40,75,10/17/06,25235,174,0
10655,33,59,5/12/06,52731,143,0
10655,33,69,5/12/06,76917,175,0
10656,21,104,7/13/05,11286,39,0
10657,21,39,7/13/07,31914,106,0
10658,21,65,7/13/06,9751,81,0
10658,21,94,7/13/06,48731,86,0
10659,21,30,7/13/09,13599,48,0
10659,21,85,7/13/09,8922,54,0
10660,21,21,7/13/08,54331,96,0
10661,40,7,10/17/08,36215,83,0
10662,40,12,10/17/09,30731,112,0
10663,3,74,2/12/05,35830,132,0
10663,3,105,2/12/05,39559,142,0
10664,3,2,2/12/06,45370,89,0
10664,3,26,2/12/06,37856,134,0
10665,3,28,2/12/07,63476,116,0
10665,3,37,2/12/07,97038,166,0
10665,3,78,2/12/07,34668,109,0
10666,33,42,3/15/09,9514,17,0
10666,33,93,3/15/09,62821,125,0
10667,32,67,12/4/10,29182,146,0
10667,32,73,12/4/10,48416,162,0
10667,32,87,12/4/10,54001,112,0
10668,33,23,3/15/07,2333,10,0
10668,33,104,3/15/07,7814,27,0
10669,3,41,2/12/09,8628,50,0
10670,40,97,2/28/10,25340,44,0
10671,21,54,9/15/08,51202,157,0
10672,22,48,4/1/06,22850,65,0
10673,9,50,3/10/05,103827,198,0
10674,36,5,1/21/10,17881,63,0
10675,39,19,10/7/07,23149,186,0
10675,39,22,10/7/07,38600,79,0
10675,39,53,10/7/07,78126,164,0
10675,39,99,10/7/07,20644,39,0
10676,18,78,2/25/05,31806,100,0
10677,39,39,10/7/09,58710,195,0
10678,10,94,11/12/06,84429,149,0
10679,31,69,6/20/09,59336,135,0
10680,22,69,4/1/08,61534,140,0
10680,22,100,4/1/08,56495,151,0
10681,38,21,3/26/06,65084,115,0
10681,38,24,3/26/06,39038,131,0
10681,38,69,3/26/06,87466,199,0
10682,39,69,9/4/08,42634,97,0
10683,39,57,9/4/09,21234,88,0
10683,39,95,9/4/09,36466,67,0
10684,7,57,2/25/10,43675,181,0
10685,39,83,9/4/05,11207,23,0
10686,35,48,9/15/10,37966,108,0
10686,35,61,9/15/10,51411,180,0
10686,35,78,9/15/10,49935,157,0
10687,29,23,10/21/10,3032,13,0
10688,7,61,9/11/06,56552,198,0
10688,7,67,9/11/06,16789,84,0
10689,7,40,9/11/07,15454,77,0
10689,7,63,9/11/07,18491,93,0
10690,19,29,5/14/09,90815,179,0
10690,19,94,5/14/09,94628,167,0
10691,7,69,9/11/08,46150,105,0
10691,7,102,9/11/08,15584,49,0
10692,7,80,9/11/09,19578,41,0
10693,34,38,4/22/06,14510,64,0
10693,34,73,4/22/06,28990,97,0
10694,34,13,4/22/07,59740,139,0
10694,34,22,4/22/07,17101,35,0
10695,7,72,3/9/10,13761,102,0
10696,34,38,4/22/05,9522,42,0
10697,4,14,7/8/10,82978,193,0
10698,6,48,11/4/10,6679,19,0
10698,6,56,11/4/10,18361,91,0
10699,20,41,11/24/09,17256,100,0
10700,34,44,4/22/08,34987,178,0
10701,34,31,4/22/09,16761,41,0
10701,34,71,4/22/09,47757,150,0
10702,4,13,3/19/10,16761,39,0
10702,4,52,3/19/10,7514,13,0
10703,30,41,12/13/07,15530,90,0
10704,24,13,2/20/07,33523,78,0
10704,24,79,2/20/07,10387,67,0
10705,21,18,11/21/05,28743,63,0
10705,21,43,11/21/05,23265,47,0
10706,25,75,8/19/06,12472,86,0
10706,25,77,8/19/06,21417,43,0
10706,25,102,8/19/06,16539,52,0
10707,25,8,8/19/07,113360,194,0
10708,33,22,10/18/09,63030,129,0
10709,26,88,6/14/10,16895,73,0
10710,4,25,8/16/07,38748,134,0
10711,11,35,4/13/05,49198,87,0
10712,4,85,8/16/09,1817,11,0
10713,6,97,11/5/07,85812,149,0
10714,24,61,1/27/07,50554,177,0
10715,24,24,1/27/06,25330,85,0
10715,24,74,1/27/06,43430,160,0
10716,5,54,6/12/08,28699,88,0
10717,5,59,6/12/09,22862,62,0
10717,5,85,6/12/09,4461,27,0
10718,2,4,9/20/09,4265,17,0
10719,2,40,9/20/08,12444,62,0
10719,2,58,9/20/08,32435,140,0
10720,2,22,9/20/07,70359,144,0
10721,2,62,9/20/06,49211,97,0
10721,2,94,9/20/06,73096,129,0
10722,2,21,9/20/05,82062,145,0
10723,5,67,6/12/06,5396,27,0
10724,5,68,6/12/07,79585,187,0
10725,5,49,6/12/05,60181,106,0
10725,5,62,6/12/05,46675,92,0
10726,22,26,5/10/09,7062,25,0
10726,22,52,5/10/09,99428,172,0
10727,22,20,5/10/08,14632,63,0
10727,22,21,5/10/08,19808,35,0
10728,36,82,5/20/10,16459,160,0
10729,22,33,5/10/05,70434,178,0
10729,22,57,5/10/05,8445,35,0
10730,21,25,8/2/10,30652,106,0
10730,21,94,8/2/10,44764,79,0
10731,22,26,5/10/07,45766,162,0
10732,15,38,8/1/10,7935,35,0
10733,27,85,3/17/10,31065,188,0
10733,27,97,3/17/10,38010,66,0
10734,9,84,8/21/05,27365,123,0
10735,28,38,2/4/09,8842,39,0
10735,28,47,2/4/09,7077,50,0
10736,33,58,12/8/07,22472,97,0
10737,39,104,11/22/07,48331,167,0
10738,1,24,2/4/09,17880,60,0
10738,1,84,2/4/09,20690,93,0
10739,9,89,3/31/07,8570,66,0
10739,9,96,3/31/07,6320,59,0
10740,28,10,9/16/10,25188,45,0
10741,24,49,3/22/09,84027,148,0
10742,22,90,4/22/07,50323,120,0
10742,22,97,4/22/07,25916,45,0
10743,40,21,6/28/10,15846,28,0
10744,23,9,3/13/08,8275,28,0
10744,23,43,3/13/08,76725,155,0
10745,22,45,4/22/09,28712,58,0
10745,22,57,4/22/09,29438,122,0
10745,22,58,4/22/09,17376,75,0
10746,29,1,12/6/08,7423,45,0
10746,29,74,12/6/08,13843,51,0
10747,32,40,2/1/08,24486,122,0
10747,32,52,2/1/08,36418,63,0
10747,32,56,2/1/08,12913,64,0
10747,32,66,2/1/08,15078,76,0
10748,7,62,10/10/09,25874,51,0
10749,32,18,2/1/06,85773,188,0
10749,32,23,2/1/06,27296,117,0
10749,32,74,2/1/06,34744,128,0
10749,32,78,2/1/06,30851,97,0
10750,29,36,2/25/05,38291,83,0
10750,29,72,2/25/05,21991,163,0
10751,9,24,3/31/08,59302,199,0
10751,9,31,3/31/08,51101,125,0
10751,9,39,3/31/08,7828,26,0
10752,29,81,2/25/07,10770,88,0
10753,36,38,7/7/09,19724,87,0
10753,36,50,7/7/09,82327,157,0
10754,11,58,6/27/08,6255,27,0
10754,11,89,6/27/08,13634,105,0
10755,11,61,6/27/09,8854,31,0
10756,5,32,8/31/05,57013,139,0
10757,16,61,1/2/06,31703,111,0
10758,14,15,11/21/09,9212,58,0
10758,14,94,11/21/09,54964,97,0
10758,14,99,11/21/09,25408,48,0
10759,7,103,7/28/08,9374,19,0
10760,28,75,2/14/10,6381,44,0
10761,10,2,2/6/08,84623,166,0
10761,10,13,2/6/08,58021,135,0
10762,14,14,11/21/06,24936,58,0
10762,14,30,11/21/06,20399,72,0
10763,37,28,10/25/05,10944,20,0
10764,37,86,10/25/07,11394,28,0
10764,37,96,10/25/07,20890,195,0
10764,37,104,10/25/07,50646,175,0
10765,5,8,8/31/08,89402,153,0
10765,5,25,8/31/08,26603,92,0
10765,5,55,8/31/08,27265,50,0
10765,5,105,8/31/08,51817,186,0
10766,33,24,1/6/08,4172,14,0
10767,14,7,8/24/10,47996,110,0
10767,14,60,8/24/10,8658,17,0
10768,34,94,1/25/09,103695,183,0
10769,34,20,1/25/06,21832,94,0
10769,34,23,1/25/06,22163,95,0
10770,29,69,11/29/07,7472,17,0
10771,33,56,1/6/06,20984,104,0
10772,33,40,1/6/07,13447,67,0
10773,33,10,5/10/07,49257,88,0
10774,33,37,5/10/06,91777,157,0
10774,33,48,5/10/06,52027,148,0
10774,33,91,5/10/06,14772,30,0
10775,33,89,5/10/05,10258,79,0
10776,34,15,6/23/05,22237,140,0
10776,34,56,6/23/05,33090,164,0
10776,34,83,6/23/05,28263,58,0
10777,34,99,6/23/07,90518,171,0
10778,34,71,6/23/06,32793,103,0
10779,16,8,5/1/08,52005,89,0
10780,3,62,11/7/10,18771,37,0
10781,33,38,5/10/08,19044,84,0
10782,21,81,11/22/05,14564,119,0
10782,21,86,11/22/05,24415,60,0
10783,35,4,6/22/06,12043,48,0
10783,35,28,6/22/06,85364,156,0
10784,30,22,6/29/07,90392,185,0
10785,30,18,6/29/05,9581,21,0
10785,30,89,6/29/05,22074,170,0
10786,14,91,7/4/08,36930,75,0
10787,14,71,7/4/07,7004,22,0
10787,14,73,7/4/07,17035,57,0
10788,14,35,7/4/06,24882,44,0
10789,30,26,6/29/09,49156,174,0
10790,8,19,9/9/10,22029,177,0
10791,11,88,9/18/07,19673,85,0
10792,10,44,1/14/05,26535,135,0
10793,10,61,1/14/06,13709,48,0
10794,10,69,1/14/07,75159,171,0
10795,1,63,2/8/05,31812,160,0
10796,1,46,2/8/07,35775,69,0
10796,1,54,2/8/07,38809,119,0
10796,1,58,2/8/07,46104,199,0
10796,1,101,2/8/07,38935,135,0
10797,1,34,2/8/09,61626,181,0
10798,34,86,8/31/10,46796,115,0
10799,26,21,10/3/05,74705,132,0
10799,26,48,10/3/05,44997,128,0
10800,10,37,1/14/08,101130,173,0
10800,10,80,1/14/08,18623,39,0
10801,10,39,1/14/09,19570,65,0
10802,11,27,9/18/09,12475,37,0
10803,11,39,9/18/08,26193,87,0
10804,21,18,5/1/07,58854,129,0
10804,21,35,5/1/07,57681,102,0
10804,21,45,5/1/07,72275,146,0
10804,21,52,5/1/07,78039,135,0
10804,21,87,5/1/07,22661,47,0
10805,31,9,3/2/09,44925,152,0
10806,37,105,5/11/07,31480,113,0
10807,4,104,4/16/08,14181,49,0
10808,4,9,6/22/10,54087,183,0
10808,4,70,6/22/10,72463,124,0
10809,4,19,4/16/07,21158,170,0
10810,36,97,5/5/05,24764,43,0
10811,16,97,9/29/10,25916,45,0
10812,21,103,5/1/09,52793,107,0
10813,24,16,5/27/05,30884,67,0
10813,24,44,5/27/05,4324,22,0
10813,24,104,5/27/05,32413,112,0
10814,20,6,1/11/09,45493,131,0
10814,20,19,1/11/09,18046,145,0
10815,24,70,5/27/07,14025,24,0
10816,24,71,5/27/06,13053,41,0
10817,12,77,5/28/07,66742,134,0
10818,12,17,5/28/06,50183,174,0
10819,35,29,11/18/05,88278,174,0
10820,7,2,6/7/10,99916,196,0
10820,7,50,6/7/10,18877,36,0
10821,13,4,10/4/08,10538,42,0
10822,12,59,5/28/08,32450,88,0
10823,24,102,5/27/09,41983,132,0
10824,20,77,1/11/05,23907,48,0
10825,18,92,11/28/07,22497,135,0
10826,8,38,8/21/06,45117,199,0
10826,8,54,8/21/06,21198,65,0
10826,8,94,8/21/06,77063,136,0
10827,11,79,8/30/05,3720,24,0
10827,11,89,8/30/05,19477,150,0
10828,10,41,12/17/09,4486,26,0
10829,23,93,6/24/08,89457,178,0
10830,10,82,12/17/08,1748,17,0
10831,7,52,2/17/07,104052,180,0
10831,7,61,2/17/07,5712,20,0
10831,7,70,2/17/07,30972,53,0
10832,7,63,2/17/06,31613,159,0
10833,18,55,7/3/08,75252,138,0
10833,18,58,7/3/08,14827,64,0
10834,18,58,7/3/09,9730,42,0
10835,34,53,1/17/09,71933,151,0
10836,7,17,2/17/09,55374,192,0
10837,37,7,6/20/10,67631,155,0
10838,16,102,7/2/05,56932,179,0
10839,34,50,1/17/08,85998,164,0
10840,29,56,6/7/10,7263,36,0
10840,29,79,6/7/10,4185,27,0
10841,20,3,8/30/08,2730,11,0
10841,20,64,8/30/08,107428,184,0
10842,19,16,5/29/07,20282,44,0
10842,19,17,5/29/07,17304,60,0
10843,19,64,5/29/06,30944,53,0
10844,19,101,5/29/05,5768,20,0
10845,19,76,3/12/08,58808,195,0
10846,19,2,5/29/09,10195,20,0
10846,19,104,5/29/09,6077,21,0
10847,19,52,5/29/08,53182,92,0
10848,15,76,2/6/10,14174,47,0
10849,34,8,1/17/05,114528,196,0
10850,9,88,8/22/08,37032,160,0
10851,9,61,8/22/07,25420,89,0
10851,9,100,8/22/07,22448,60,0
10852,9,31,8/22/06,18805,46,0
10853,9,98,8/22/05,25263,187,0
10854,34,9,1/17/07,29260,99,0
10855,33,47,2/2/08,20666,146,0
10855,33,72,2/2/08,23206,172,0
10856,40,66,1/12/08,13094,66,0
10857,18,64,4/28/10,43788,75,0
10858,36,15,1/26/08,24143,152,0
10859,36,40,1/26/07,27497,137,0
10859,36,58,1/26/07,19229,83,0
10860,34,20,10/14/05,29264,126,0
10860,34,52,10/14/05,76883,133,0
10861,36,92,1/26/05,16498,99,0
10862,34,83,10/14/07,31187,64,0
10863,14,10,6/16/07,60451,108,0
10863,14,62,6/16/07,91828,181,0
10863,14,68,6/16/07,81287,191,0
10863,14,70,6/16/07,64281,110,0
10864,16,62,8/17/10,76101,150,0
10864,16,72,8/17/10,26849,199,0
10865,14,75,6/16/05,4060,28,0
10866,6,102,8/24/08,35940,113,0
10867,29,76,5/29/07,40713,135,0
10868,6,1,8/24/06,22105,134,0
10869,6,22,8/24/07,93324,191,0
10869,6,73,8/24/07,17035,57,0
10870,14,3,6/16/08,29785,120,0
10870,14,25,6/16/08,54074,187,0
10870,14,38,6/16/08,27886,123,0
10871,23,13,7/4/08,39970,93,0
10872,3,21,7/1/10,26599,47,0
10872,3,26,7/1/10,29381,104,0
10873,9,24,4/30/06,28906,97,0
10873,9,43,4/30/06,15345,31,0
10873,9,90,4/30/06,10484,25,0
10874,23,95,10/15/10,40276,74,0
10875,9,7,4/30/05,58904,135,0
10875,9,21,4/30/05,104700,185,0
10876,16,17,2/7/10,47876,166,0
10876,16,24,2/7/10,53044,178,0
10876,16,25,2/7/10,39905,138,0
10877,9,15,4/30/09,12230,77,0
10877,9,71,4/30/09,33748,106,0
10877,9,89,4/30/09,19347,149,0
10878,23,64,7/4/05,51378,88,0
10879,23,25,7/4/07,10410,36,0
10880,23,13,7/4/06,4297,10,0
